name,sub_name,sub_name_sub,roman,sub_roman
美里町,みさとまち,みさと,Misato,Misato
神川町,かみかわまち,かみかわ,Kamikawa,Kamikawa
上里町,かみさとまち,かみさと,Kamisato,Kamisato
大里郡,おおさとぐん,おおさと,osato,osato
寄居町,よりいまち,よりい,Yorii,Yorii
南埼玉郡,みなみさいたまぐん,みなみさいたま,Minamisaitama,Minamisaitama
宮代町,みやしろまち,みやしろ,Miyashiro,Miyasiro
北葛飾郡,きたかつしかぐん,きたかつしか,Kitakatsushika,Kitakatusika
杉戸町,すぎとまち,すぎと,Sugito,Sugito
松伏町,まつぶしまち,まつぶし,Matsubushi,Matubusi
千葉県,ちばけん,ちば,Chiba,Tiba
千葉市,ちばし,ちば,Chiba,Tiba
中央区,ちゅうおうく,ちゅうおう,Chuo,Tyuo
花見川区,はなみがわく,はなみがわ,Hanamigawa,Hanamigawa
稲毛区,いなげく,いなげ,Inage,Inage
若葉区,わかばく,わかば,Wakaba,Wakaba
緑区,みどりく,みどり,Midori,Midori
美浜区,みはまく,みはま,Mihama,Mihama
銚子市,ちょうしし,ちょうし,Choshi,Tyosi
市川市,いちかわし,いちかわ,Ichikawa,Itikawa
船橋市,ふなばしし,ふなばし,Funabashi,Hunabasi
館山市,たてやまし,たてやま,Tateyama,Tateyama
木更津市,きさらづし,きさらづ,Kisarazu,Kisarazu
松戸市,まつどし,まつど,Matsudo,Matudo
野田市,のだし,のだ,Noda,Noda
茂原市,もばらし,もばら,Mobara,Mobara
成田市,なりたし,なりた,Narita,Narita
佐倉市,さくらし,さくら,Sakura,Sakura
東金市,とうがねし,とうがね,Togane,Togane
旭市,あさひし,あさひ,Asahi,Asahi
習志野市,ならしのし,ならしの,Narashino,Narasino
柏市,かしわし,かしわ,Kashiwa,Kasiwa
勝浦市,かつうらし,かつうら,Katsuura,Katuura
市原市,いちはらし,いちはら,Ichihara,Itihara
流山市,ながれやまし,ながれやま,Nagareyama,Nagareyama
八千代市,やちよし,やちよ,Yachiyo,Yatiyo
我孫子市,あびこし,あびこ,Abiko,Abiko
鴨川市,かもがわし,かもがわ,Kamogawa,Kamogawa
鎌ヶ谷市,かまがやし,かまがや,Kamagaya,Kamagaya
君津市,きみつし,きみつ,Kimitsu,Kimitu
富津市,ふっつし,ふっつ,Futtsu,Huttu
浦安市,うらやすし,うらやす,Urayasu,Urayasu
四街道市,よつかいどうし,よつかいどう,Yotsukaido,Yotukaido
袖ヶ浦市,そでがうらし,そでがうら,Sodegaura,Sodegaura
八街市,やちまたし,やちまた,Yachimata,Yatimata
印西市,いんざいし,いんざい,Inzai,Inzai
白井市,しろいし,しろい,Shiroi,Siroi
富里市,とみさとし,とみさと,Tomisato,Tomisato
南房総市,みなみぼうそうし,みなみぼうそう,Minamiboso,Minamiboso
匝瑳市,そうさし,そうさ,Sosa,Sosa
香取市,かとりし,かとり,Katori,Katori
山武市,さんむし,さんむ,Sanmu,Sanmu
いすみ市,いすみし,いすみ,Isumi,Isumi
印旛郡,いんばぐん,いんば,Inba,Inba
酒々井町,しすいまち,しすい,Shisui,Sisui
栄町,さかえまち,さかえ,Sakae,Sakae
香取郡,かとりぐん,かとり,Katori,Katori
神崎町,こうざきまち,こうざき,Kozaki,Kozaki
多古町,たこまち,たこ,Tako,Tako
東庄町,とうのしょうまち,とうのしょう,Tonosho,Tonosyo
山武郡,さんぶぐん,さんぶ,Sanbu,Sanbu
大網白里町,おおあみしらさとまち,おおあみしらさと,oamishirasato,oamisirasato
九十九里町,くじゅうくりまち,くじゅうくり,Kujukuri,Kuzyukuri
芝山町,しばやままち,しばやま,Shibayama,Sibayama
横芝光町,よこしばひかりまち,よこしばひかり,Yokoshibahikari,Yokosibahikari
長生郡,ちょうせいぐん,ちょうせい,Chossei,Tyosei
一宮町,いちのみやまち,いちのみや,Ichinomiya,Itinomiya
睦沢町,むつざわまち,むつざわ,Mutsuzawa,Mutuzawa
長生村,ちょうせいむら,ちょうせい,Chosei,Tyosei
白子町,しらこまち,しらこ,Shirako,Sirako
長柄町,ながらまち,ながら,Nagara,Nagara
長南町,ちょうなんまち,ちょうなん,Chonan,Tyonan
夷隅郡,いすみぐん,いすみ,Isumi,Isumi
大多喜町,おおたきまち,おおたき,otaki,otaki
御宿町,おんじゅくまち,おんじゅく,Onjuku,Onzyuku
安房郡,あわぐん,あわ,Awa,Awa
鋸南町,きょなんまち,きょなん,Kyonan,Kyonan
東京都,とうきょうと,とうきょう,Tokyo,Tokyo
千代田区,ちよだく,ちよだ,Chiyoda,Tiyoda
中央区,ちゅうおうく,ちゅうおう,Chuo,Tyuo
港区,みなとく,みなと,Minato,Minato
新宿区,しんじゅくく,しんじゅく,Shinjuku,Sinzyuku
文京区,ぶんきょうく,ぶんきょう,Bunkyo,Bunkyo
台東区,たいとうく,たいとう,Taito,Taito
墨田区,すみだく,すみだ,Sumida,Sumida
江東区,こうとうく,こうとう,Koto,Koto
品川区,しながわく,しながわ,Shinagawa,Sinagawa
目黒区,めぐろく,めぐろ,Meguro,Meguro
大田区,おおたく,おおた,ota,ota
世田谷区,せたがやく,せたがや,Setagaya,Setagaya
渋谷区,しぶやく,しぶや,Shibuya,Sibuya
中野区,なかのく,なかの,Nakano,Nakano
杉並区,すぎなみく,すぎなみ,Suginami,Suginami
豊島区,としまく,としま,Toshima,Tosima
北区,きたく,きた,Kita,Kita
荒川区,あらかわく,あらかわ,Arakawa,Arakawa
板橋区,いたばしく,いたばし,Itabashi,Itabasi
練馬区,ねりまく,ねりま,Nerima,Nerima
足立区,あだちく,あだち,Adachi,Adati
葛飾区,かつしかく,かつしか,Katsushika,Katusika
江戸川区,えどがわく,えどがわ,Edogawa,Edogawa
八王子市,はちおうじし,はちおうじ,Hachioji,Hatiozi
立川市,たちかわし,たちかわ,Tachikawa,Tatikawa
武蔵野市,むさしのし,むさしの,Musashino,Musasino
三鷹市,みたかし,みたか,Mitaka,Mitaka
青梅市,おうめし,おうめ,ome,ome
府中市,ふちゅうし,ふちゅう,Fuchu,Hutyu
昭島市,あきしまし,あきしま,Akishima,Akisima
調布市,ちょうふし,ちょうふ,Chofu,Tyohu
町田市,まちだし,まちだ,Machida,Matida
小金井市,こがねいし,こがねい,Koganei,Koganei
小平市,こだいらし,こだいら,Kodaira,Kodaira
日野市,ひのし,ひの,Hino,Hino
東村山市,ひがしむらやまし,ひがしむらやま,Higashimurayama,Higasimurayama
国分寺市,こくぶんじし,こくぶんじ,Kokubunji,Kokubunzi
国立市,くにたちし,くにたち,Kunitachi,Kunitati
福生市,ふっさし,ふっさ,Fussa,Hussa
狛江市,こまえし,こまえ,Komae,Komae
東大和市,ひがしやまとし,ひがしやまと,Higashiyamato,Higasiyamato
清瀬市,きよせし,きよせ,Kiyose,Kiyose
東久留米市,ひがしくるめし,ひがしくるめ,Higashikurume,Higasikurume
武蔵村山市,むさしむらやまし,むさしむらやま,Musashimurayama,Musasimurayama
多摩市,たまし,たま,Tama,Tama
稲城市,いなぎし,いなぎ,Inagi,Inagi
羽村市,はむらし,はむら,Hamura,Hamura
あきる野市,あきるのし,あきるの,Akiruno,Akiruno
西東京市,にしとうきょうし,にしとうきょう,Nishitokyo,Nisitokyo
西多摩郡,にしたまぐん,にしたま,Nishitama,Nisitama
瑞穂町,みずほまち,みずほ,Mizuho,Mizuho
日の出町,ひのでまち,ひので,Hinode,Hinode
檜原村,ひのはらむら,ひのはら,Hinohara,Hinohara
奥多摩町,おくたままち,おくたま,Okutama,Okutama
大島支庁,おおしましちょう,おおしま,oshima,osima
大島町,おおしままち,おおしま,oshima,osima
利島村,としまむら,としま,Toshima,Tosima
新島村,にいじまむら,にいじま,Niijima,Niizima
神津島村,こうづしまむら,こうづしま,Kozushima,Kozusima
三宅支庁,みやけしちょう,みやけ,Miyake,Miyake
三宅村,みやけむら,みやけ,Miyake,Miyake
御蔵島村,みくらじまむら,みくらじま,Mikurajima,Mikurazima
八丈支庁,はちじょうしちょう,はちじょう,Hachijo,Hatizyo
八丈町,はちじょうまち,はちじょう,Hachijo,Hatizyo
青ヶ島村,あおがしまむら,あおがしま,Aogashima,Aogasima
小笠原支庁,おがさわらしちょう,おがさわら,Ogasawara,Ogasawara
小笠原村,おがさわらむら,おがさわら,Ogasawara,Ogasawara
神奈川県,かながわけん,かながわ,Kanagawa,Kanagawa
横浜市,よこはまし,よこはま,Yokohama,Yokohama
鶴見区,つるみく,つるみ,Tsurumi,Turumi
神奈川区,かながわく,かながわ,Kanagawa,Kanagawa
西区,にしく,にし,Nishi,Nisi
中区,なかく,なか,Naka,Naka
南区,みなみく,みなみ,Minami,Minami
保土ヶ谷区,ほどがやく,ほどがや,Hodogaya,Hodogaya
磯子区,いそごく,いそご,Isogo,Isogo
金沢区,かなざわく,かなざわ,Kanazawa,Kanazawa
港北区,こうほくく,こうほく,Kohoku,Kohoku
戸塚区,とつかく,とつか,Totsuka,Totuka
港南区,こうなんく,こうなん,Konan,Konan
旭区,あさひく,あさひ,Asahi,Asahi
緑区,みどりく,みどり,Midori,Midori
瀬谷区,せやく,せや,Seya,Seya
栄区,さかえく,さかえ,Sakae,Sakae
泉区,いずみく,いずみ,Izumi,Izumi
青葉区,あおばく,あおば,Aoba,Aoba
都筑区,つづきく,つづき,Tsuzuki,Tuzuki
川崎市,かわさきし,かわさき,Kawasaki,Kawasaki
川崎区,かわさきく,かわさき,Kawasaki,Kawasaki
幸区,さいわいく,さいわい,Saiwai,Saiwai
中原区,なかはらく,なかはら,Nakahara,Nakahara
高津区,たかつく,たかつ,Takatsu,Takatu
多摩区,たまく,たま,Tama,Tama
宮前区,みやまえく,みやまえ,Miyamae,Miyamae
麻生区,あさおく,あさお,Asao,Asao
相模原市,さがみはらし,さがみはら,Sagamihara,Sagamihara
緑区,みどりく,みどり,Midori,Midori
中央区,ちゅうおうく,ちゅうおう,Chuo,Tyuo
南区,みなみく,みなみ,Minami,Minami
横須賀市,よこすかし,よこすか,Yokosuka,Yokosuka
平塚市,ひらつかし,ひらつか,Hiratsuka,Hiratuka
鎌倉市,かまくらし,かまくら,Kamakura,Kamakura
藤沢市,ふじさわし,ふじさわ,Fujisawa,Huzisawa
小田原市,おだわらし,おだわら,Odawara,Odawara
茅ヶ崎市,ちがさきし,ちがさき,Chigasaki,Tigasaki
逗子市,ずしし,ずし,Zushi,Zusi
三浦市,みうらし,みうら,Miura,Miura
秦野市,はだのし,はだの,Hadano,Hadano
厚木市,あつぎし,あつぎ,Atsugi,Atugi
大和市,やまとし,やまと,Yamato,Yamato
伊勢原市,いせはらし,いせはら,Isehara,Isehara
海老名市,えびなし,えびな,Ebina,Ebina
座間市,ざまし,ざま,Zama,Zama
南足柄市,みなみあしがらし,みなみあしがら,Minamiashigara,Minamiasigara
綾瀬市,あやせし,あやせ,Ayase,Ayase
三浦郡,みうらぐん,みうら,Miura,Miura
葉山町,はやままち,はやま,Hayama,Hayama
高座郡,こうざぐん,こうざ,Koza,Koza
寒川町,さむかわまち,さむかわ,Samukawa,Samukawa
中郡,なかぐん,なか,Naka,Naka
大磯町,おおいそまち,おおいそ,oiso,oiso
二宮町,にのみやまち,にのみや,Ninomiya,Ninomiya
足柄上郡,あしがらかみぐん,あしがらかみ,Ashigarakami,Asigarakami
中井町,なかいまち,なかい,Nakai,Nakai
大井町,おおいまち,おおい,oi,oi
松田町,まつだまち,まつだ,Matsuda,Matuda
山北町,やまきたまち,やまきた,Yamakita,Yamakita
開成町,かいせいまち,かいせい,Kaisei,Kaisei
足柄下郡,あしがらしもぐん,あしがらしも,Ashigarashimo,Asigarasimo
箱根町,はこねまち,はこね,Hakone,Hakone
真鶴町,まなづるまち,まなづる,Manazuru,Manazuru
湯河原町,ゆがわらまち,ゆがわら,Yugawara,Yugawara
愛甲郡,あいこうぐん,あいこう,Aiko,Aiko
愛川町,あいかわまち,あいかわ,Aikawa,Aikawa
清川村,きよかわむら,きよかわ,Kiyokawa,Kiyokawa
新潟県,にいがたけん,にいがた,Niigata,Niigata
新潟市,にいがたし,にいがた,Niigata,Niigata
北区,きたく,きた,Kita,Kita
東区,ひがしく,ひがし,Higashi,Higasi
中央区,ちゅうおうく,ちゅうおう,Chuo,Tyuo
江南区,こうなんく,こうなん,Konan,Konan
秋葉区,あきはく,あきは,Akiha,Akiha
南区,みなみく,みなみ,Minami,Minami
西区,にしく,にし,Nishi,Nisi
西蒲区,にしかんく,にしかん,Nishikan,Nisikan
長岡市,ながおかし,ながおか,Nagaoka,Nagaoka
三条市,さんじょうし,さんじょう,Sanjo,Sanzyo
柏崎市,かしわざきし,かしわざき,Kashiwazaki,Kasiwazaki
新発田市,しばたし,しばた,Shibata,Sibata
小千谷市,おぢやし,おぢや,Ojiya,Oziya
加茂市,かもし,かも,Kamo,Kamo
十日町市,とおかまちし,とおかまち,Tokamachi,Tokamati
見附市,みつけし,みつけ,Mitsuke,Mituke
村上市,むらかみし,むらかみ,Murakami,Murakami
燕市,つばめし,つばめ,Tsubame,Tubame
糸魚川市,いといがわし,いといがわ,Itoigawa,Itoigawa
妙高市,みょうこうし,みょうこう,Myoko,Myoko
五泉市,ごせんし,ごせん,Gosen,Gosen
上越市,じょうえつし,じょうえつ,Joetsu,Zyoetu
阿賀野市,あがのし,あがの,Agano,Agano
佐渡市,さどし,さど,Sado,Sado
魚沼市,うおぬまし,うおぬま,Uonuma,Uonuma
南魚沼市,みなみうおぬまし,みなみうおぬま,Minamiuonuma,Minamiuonuma
胎内市,たいないし,たいない,Tainai,Tainai
北蒲原郡,きたかんばらぐん,きたかんばら,Kitakanbara,Kitakanbara
聖籠町,せいろうまち,せいろう,Seiro,Seiro
西蒲原郡,にしかんばらぐん,にしかんばら,Nishikanbara,Nisikanbara
弥彦村,やひこむら,やひこ,Yahiko,Yahiko
南蒲原郡,みなみかんばらぐん,みなみかんばら,Minamikanbara,Minamikanbara
田上町,たがみまち,たがみ,Tagami,Tagami
東蒲原郡,ひがしかんばらぐん,ひがしかんばら,Higashikanbara,Higasikanbara
阿賀町,あがまち,あが,Aga,Aga
三島郡,さんとうぐん,さんとう,Santo,Santo
出雲崎町,いずもざきまち,いずもざき,Izumozaki,Izumozaki
南魚沼郡,みなみうおぬまぐん,みなみうおぬま,Minamiuonuma,Minamiuonuma
湯沢町,ゆざわまち,ゆざわ,Yuzawa,Yuzawa
中魚沼郡,なかうおぬまぐん,なかうおぬま,Nakauonuma,Nakauonuma
津南町,つなんまち,つなん,Tsunan,Tunan
刈羽郡,かりわぐん,かりわ,Kariwa,Kariwa
刈羽村,かりわむら,かりわ,Kariwa,Kariwa
岩船郡,いわふねぐん,いわふね,Iwafune,Iwahune
関川村,せきかわむら,せきかわ,Sekikawa,Sekikawa
粟島浦村,あわしまうらむら,あわしまうら,Awashimaura,Awasimaura
富山県,とやまけん,とやま,Toyama,Toyama
富山市,とやまし,とやま,Toyama,Toyama
高岡市,たかおかし,たかおか,Takaoka,Takaoka
魚津市,うおづし,うおづ,Uozu,Uozu
氷見市,ひみし,ひみ,Himi,Himi
滑川市,なめりかわし,なめりかわ,Namerikawa,Namerikawa
黒部市,くろべし,くろべ,Kurobe,Kurobe
砺波市,となみし,となみ,Tonami,Tonami
小矢部市,おやべし,おやべ,Oyabe,Oyabe
南砺市,なんとし,なんと,Nanto,Nanto
射水市,いみずし,いみず,Imizu,Imizu
中新川郡,なかにいかわぐん,なかにいかわ,Nakaniikawa,Nakaniikawa
舟橋村,ふなはしむら,ふなはし,Funahashi,Hunahasi
上市町,かみいちまち,かみいち,Kamiichi,Kamiiti
立山町,たてやままち,たてやま,Tateyama,Tateyama
下新川郡,しもにいかわぐん,しもにいかわ,Shimoniikawa,Simoniikawa
入善町,にゅうぜんまち,にゅうぜん,Nyuzen,Nyuzen
朝日町,あさひまち,あさひ,Asahi,Asahi
石川県,いしかわけん,いしかわ,Ishikawa,Isikawa
金沢市,かなざわし,かなざわ,Kanazawa,Kanazawa
七尾市,ななおし,ななお,Nanao,Nanao
小松市,こまつし,こまつ,Komatsu,Komatu
輪島市,わじまし,わじま,Wajima,Wazima
珠洲市,すずし,すず,Suzu,Suzu
加賀市,かがし,かが,Kaga,Kaga
羽咋市,はくいし,はくい,Hakui,Hakui
かほく市,かほくし,かほく,Kahoku,Kahoku
白山市,はくさんし,はくさん,Hakusan,Hakusan
能美市,のみし,のみ,Nomi,Nomi
野々市市,ののいちし,ののいち,Nonoichi,Nonoiti
能美郡,のみぐん,のみ,Nomi,Nomi
川北町,かわきたまち,かわきた,Kawakita,Kawakita
河北郡,かほくぐん,かほく,Kahoku,Kahoku
津幡町,つばたまち,つばた,Tsubata,Tubata
内灘町,うちなだまち,うちなだ,Uchinada,Utinada
羽咋郡,はくいぐん,はくい,Hakui,Hakui
志賀町,しかまち,しか,Shika,Sika
宝達志水町,ほうだつしみずちょう,ほうだつしみず,Hodatsushimizu,Hodatusimizu
鹿島郡,かしまぐん,かしま,Kashima,Kasima
中能登町,なかのとまち,なかのと,Nakanoto,Nakanoto
鳳珠郡,ほうすぐん,ほうす,Hosu,Hosu
穴水町,あなみずまち,あなみず,Anamizu,Anamizu
能登町,のとちょう,のと,Noto,Noto
福井県,ふくいけん,ふくい,Fukui,Hukui
福井市,ふくいし,ふくい,Fukui,Hukui
敦賀市,つるがし,つるが,Tsuruga,Turuga
小浜市,おばまし,おばま,Obama,Obama
大野市,おおのし,おおの,ono,ono
勝山市,かつやまし,かつやま,Katsuyama,Katuyama
鯖江市,さばえし,さばえ,Sabae,Sabae
あわら市,あわらし,あわら,Awara,Awara
越前市,えちぜんし,えちぜん,Echizen,Etizen
坂井市,さかいし,さかい,Sakai,Sakai
吉田郡,よしだぐん,よしだ,Yoshida,Yosida
永平寺町,えいへいじちょう,えいへいじ,Eiheiji,Eiheizi
今立郡,いまだてぐん,いまだて,Imadate,Imadate
池田町,いけだちょう,いけだ,Ikeda,Ikeda
南条郡,なんじょうぐん,なんじょう,Nanjo,Nanzyo
南越前町,みなみえちぜんちょう,みなみえちぜん,Minamiechizen,Minamietizen
丹生郡,にゅうぐん,にゅう,Nyu,Nyu
越前町,えちぜんちょう,えちぜん,Echizen,Etizen
三方郡,みかたぐん,みかた,Mikata,Mikata
美浜町,みはまちょう,みはま,Mihama,Mihama
大飯郡,おおいぐん,おおい,oi,oi
高浜町,たかはまちょう,たかはま,Takahama,Takahama
おおい町,おおいちょう,おおい,oi,oi
三方上中郡,みかたかみなかぐん,みかたかみなか,Mikatakaminaka,Mikatakaminaka
若狭町,わかさちょう,わかさ,Wakasa,Wakasa
山梨県,やまなしけん,やまなし,Yamanashi,Yamanasi
甲府市,こうふし,こうふ,Kofu,Kohu
富士吉田市,ふじよしだし,ふじよしだ,Fujiyoshida,Huziyosida
都留市,つるし,つる,Tsuru,Turu
山梨市,やまなしし,やまなし,Yamanashi,Yamanasi
大月市,おおつきし,おおつき,otsuki,otuki
韮崎市,にらさきし,にらさき,Nirasaki,Nirasaki
南アルプス市,みなみあるぷすし,みなみあるぷす,Minamiarupusu,Minamiarupusu
北杜市,ほくとし,ほくと,Hokuto,Hokuto
甲斐市,かいし,かい,Kai,Kai
笛吹市,ふえふきし,ふえふき,Fuefuki,Huehuki
上野原市,うえのはらし,うえのはら,Uenohara,Uenohara
甲州市,こうしゅうし,こうしゅう,Koshu,Kosyu
中央市,ちゅうおうし,ちゅうおう,Chuo,Tyuo
西八代郡,にしやつしろぐん,にしやつしろ,Nishiyatsushiro,Nisiyatusiro
市川三郷町,いちかわみさとちょう,いちかわみさと,Ichikawamisato,Itikawamisato
南巨摩郡,みなみこまぐん,みなみこま,Minamikoma,Minamikoma
早川町,はやかわちょう,はやかわ,Hayakawa,Hayakawa
身延町,みのぶちょう,みのぶ,Minobu,Minobu
南部町,なんぶちょう,なんぶ,Nanbu,Nanbu
富士川町,ふじかわちょう,ふじかわ,Fujikawa,Huzikawa
中巨摩郡,なかこまぐん,なかこま,Nakakoma,Nakakoma
昭和町,しょうわちょう,しょうわ,Showa,Syowa
南都留郡,みなみつるぐん,みなみつる,Minamitsuru,Minamituru
道志村,どうしむら,どうし,Doshi,Dosi
西桂町,にしかつらちょう,にしかつら,Nishikatsura,Nisikatura
忍野村,おしのむら,おしの,Oshino,Osino
山中湖村,やまなかこむら,やまなかこ,Yamanakako,Yamanakako
鳴沢村,なるさわむら,なるさわ,Narusawa,Narusawa
富士河口湖町,ふじかわぐちこまち,ふじかわぐちこ,Fujikawaguchiko,Huzikawagutiko
北都留郡,きたつるぐん,きたつる,Kitatsuru,Kitaturu
小菅村,こすげむら,こすげ,Kosuge,Kosuge
丹波山村,たばやまむら,たばやま,Tabayama,Tabayama
長野県,ながのけん,ながの,Nagano,Nagano
長野市,ながのし,ながの,Nagano,Nagano
松本市,まつもとし,まつもと,Matsumoto,Matumoto
上田市,うえだし,うえだ,Ueda,Ueda
岡谷市,おかやし,おかや,Okaya,Okaya
飯田市,いいだし,いいだ,Iida,Iida
諏訪市,すわし,すわ,Suwa,Suwa
須坂市,すざかし,すざか,Suzaka,Suzaka
小諸市,こもろし,こもろ,Komoro,Komoro
伊那市,いなし,いな,Ina,Ina
駒ヶ根市,こまがねし,こまがね,Komagane,Komagane
中野市,なかのし,なかの,Nakano,Nakano
大町市,おおまちし,おおまち,omachi,omati
飯山市,いいやまし,いいやま,Iiyama,Iiyama
茅野市,ちのし,ちの,Chino,Tino
塩尻市,しおじりし,しおじり,Shiojiri,Sioziri
佐久市,さくし,さく,Saku,Saku
千曲市,ちくまし,ちくま,Chikuma,Tikuma
東御市,とうみし,とうみ,Tomi,Tomi
安曇野市,あづみのし,あづみの,Azumino,Azumino
南佐久郡,みなみさくぐん,みなみさく,Minamisaku,Minamisaku
小海町,こうみまち,こうみ,Koumi,Koumi
川上村,かわかみむら,かわかみ,Kawakami,Kawakami
南牧村,みなみまきむら,みなみまき,Minamimaki,Minamimaki
南相木村,みなみあいきむら,みなみあいき,Minamiaiki,Minamiaiki
北相木村,きたあいきむら,きたあいき,Kitaaiki,Kitaaiki
佐久穂町,さくほまち,さくほ,Sakuho,Sakuho
北佐久郡,きたさくぐん,きたさく,Kitasaku,Kitasaku
軽井沢町,かるいざわまち,かるいざわ,Karuizawa,Karuizawa
御代田町,みよたまち,みよた,Miyota,Miyota
立科町,たてしなまち,たてしな,Tateshina,Tatesina
小県郡,ちいさがたぐん,ちいさがた,Chiisagata,Tiisagata
青木村,あおきむら,あおき,Aoki,Aoki
長和町,ながわまち,ながわ,Nagawa,Nagawa
諏訪郡,すわぐん,すわ,Suwa,Suwa
下諏訪町,しもすわまち,しもすわ,Shimosuwa,Simosuwa
富士見町,ふじみまち,ふじみ,Fujimi,Huzimi
原村,はらむら,はら,Hara,Hara
上伊那郡,かみいなぐん,かみいな,Kamiina,Kamiina
辰野町,たつのまち,たつの,Tatsuno,Tatuno
箕輪町,みのわまち,みのわ,Minowa,Minowa
飯島町,いいじままち,いいじま,Iijima,Iizima
南箕輪村,みなみみのわむら,みなみみのわ,Minamiminowa,Minamiminowa
中川村,なかがわむら,なかがわ,Nakagawa,Nakagawa
宮田村,みやだむら,みやだ,Miyada,Miyada
下伊那郡,しもいなぐん,しもいな,Shimoina,Simoina
松川町,まつかわまち,まつかわ,Matsukawa,Matukawa
高森町,たかもりまち,たかもり,Takamori,Takamori
阿南町,あなんちょう,あなん,Anan,Anan
阿智村,あちむら,あち,Achi,Ati
平谷村,ひらやむら,ひらや,Hiraya,Hiraya
根羽村,ねばむら,ねば,Neba,Neba
下條村,しもじょうむら,しもじょう,Shimojo,Simozyo
売木村,うるぎむら,うるぎ,Urugi,Urugi
天龍村,てんりゅうむら,てんりゅう,Tenryu,Tenryu
泰阜村,やすおかむら,やすおか,Yasuoka,Yasuoka
喬木村,たかぎむら,たかぎ,Takagi,Takagi
豊丘村,とよおかむら,とよおか,Toyooka,Toyooka
大鹿村,おおしかむら,おおしか,oshika,osika
木曽郡,きそぐん,きそ,Kiso,Kiso
上松町,あげまつまち,あげまつ,Agematsu,Agematu
南木曽町,なぎそまち,なぎそ,Nagiso,Nagiso
木祖村,きそむら,きそ,Kiso,Kiso
王滝村,おうたきむら,おうたき,otaki,otaki
大桑村,おおくわむら,おおくわ,okuwa,okuwa
木曽町,きそまち,きそ,Kiso,Kiso
東筑摩郡,ひがしちくまぐん,ひがしちくま,Higashichikuma,Higasitikuma
麻績村,おみむら,おみ,Omi,Omi
生坂村,いくさかむら,いくさか,Ikusaka,Ikusaka
山形村,やまがたむら,やまがた,Yamagata,Yamagata
朝日村,あさひむら,あさひ,Asahi,Asahi
筑北村,ちくほくむら,ちくほく,Chikuhoku,Tikuhoku
北安曇郡,きたあづみぐん,きたあづみ,Kitaazumi,Kitaazumi
池田町,いけだまち,いけだ,Ikeda,Ikeda
松川村,まつかわむら,まつかわ,Matsukawa,Matukawa
白馬村,はくばむら,はくば,Hakuba,Hakuba
小谷村,おたりむら,おたり,Otari,Otari
埴科郡,はにしなぐん,はにしな,Hanishina,Hanisina
坂城町,さかきまち,さかき,Sakaki,Sakaki
上高井郡,かみたかいぐん,かみたかい,Kamitakai,Kamitakai
小布施町,おぶせまち,おぶせ,Obuse,Obuse
高山村,たかやまむら,たかやま,Takayama,Takayama
下高井郡,しもたかいぐん,しもたかい,Shimotakai,Simotakai
山ノ内町,やまのうちまち,やまのうち,Yamanouchi,Yamanouti
木島平村,きじまだいらむら,きじまだいら,Kijimadaira,Kizimadaira
野沢温泉村,のざわおんせんむら,のざわおんせん,Nozawaonsen,Nozawaonsen
上水内郡,かみみのちぐん,かみみのち,Kamiminochi,Kamiminoti
信濃町,しなのまち,しなの,Shinano,Sinano
小川村,おがわむら,おがわ,Ogawa,Ogawa
飯綱町,いいづなまち,いいづな,Iizuna,Iizuna
下水内郡,しもみのちぐん,しもみのち,Shimominochi,Simominoti
栄村,さかえむら,さかえ,Sakae,Sakae
岐阜県,ぎふけん,ぎふ,Gifu,Gihu
岐阜市,ぎふし,ぎふ,Gifu,Gihu
大垣市,おおがきし,おおがき,ogaki,ogaki
高山市,たかやまし,たかやま,Takayama,Takayama
多治見市,たじみし,たじみ,Tajimi,Tazimi
関市,せきし,せき,Seki,Seki
中津川市,なかつがわし,なかつがわ,Nakatsugawa,Nakatugawa
美濃市,みのし,みの,Mino,Mino
瑞浪市,みずなみし,みずなみ,Mizunami,Mizunami
羽島市,はしまし,はしま,Hashima,Hasima
恵那市,えなし,えな,Ena,Ena
美濃加茂市,みのかもし,みのかも,Minokamo,Minokamo
土岐市,ときし,とき,Toki,Toki
各務原市,かかみがはらし,かかみがはら,Kakamigahara,Kakamigahara
可児市,かにし,かに,Kani,Kani
山県市,やまがたし,やまがた,Yamagata,Yamagata
瑞穂市,みずほし,みずほ,Mizuho,Mizuho
飛騨市,ひだし,ひだ,Hida,Hida
本巣市,もとすし,もとす,Motosu,Motosu
郡上市,ぐじょうし,ぐじょう,Gujo,Guzyo
下呂市,げろし,げろ,Gero,Gero
海津市,かいづし,かいづ,Kaizu,Kaizu
羽島郡,はしまぐん,はしま,Hashima,Hasima
岐南町,ぎなんちょう,ぎなん,Ginan,Ginan
笠松町,かさまつちょう,かさまつ,Kasamatsu,Kasamatu
養老郡,ようろうぐん,ようろう,Yoro,Yoro
養老町,ようろうちょう,ようろう,Yoro,Yoro
不破郡,ふわぐん,ふわ,Fuwa,Huwa
垂井町,たるいちょう,たるい,Tarui,Tarui
関ヶ原町,せきがはらちょう,せきがはら,Sekigahara,Sekigahara
安八郡,あんぱちぐん,あんぱち,Anpachi,Anpati
神戸町,ごうどちょう,ごうど,Godo,Godo
輪之内町,わのうちちょう,わのうち,Wanouchi,Wanouti
安八町,あんぱちちょう,あんぱち,Anpachi,Anpati
揖斐郡,いびぐん,いび,Ibi,Ibi
